airframe,group,class,name,PHYS_ADVERSE_YAW,PHYS_AILERON_AREA,PHYS_AILERON_ARM,PHYS_AILERON_MAX_DEG,PHYS_ARM_MM,PHYS_AUW_G,PHYS_BATTERY_MAH,PHYS_BATT_V,PHYS_CHORD_M,PHYS_CHORD_MM,PHYS_CL_D_AIL,PHYS_CM_D_ELE,PHYS_CN_D_RUD,PHYS_CRUISE_MS,PHYS_DIHEDRAL,PHYS_ELEVATOR_AREA,PHYS_ELEVATOR_ARM,PHYS_ELEVATOR_MAX_DEG,PHYS_IPITCH,PHYS_IROLL,PHYS_IYAW,PHYS_MAX_THRUST_N,PHYS_MOTOR_COUNT,PHYS_MOTOR_THRUST_A,PHYS_MOTOR_THRUST_G,PHYS_MOTOR_THRUST_V,PHYS_MOTOR_W,PHYS_PITCH_DAMP,PHYS_PITCH_STABILITY,PHYS_PROP_BLADES,PHYS_PROP_DIAMETER_INCH,PHYS_PROP_INCH,PHYS_PROP_PITCH_INCH,PHYS_QBAR,PHYS_ROLL_DAMP,PHYS_RUDDER_AREA,PHYS_RUDDER_ARM,PHYS_RUDDER_MAX_DEG,PHYS_SERVO_TAU,PHYS_WINGSPAN_M,PHYS_WINGSPAN_MM,PHYS_WING_AREA,PHYS_YAW_DAMP,PHYS_YAW_STABILITY,ROLL_RATE_KP,ALT_POS_KI,ROLL_ANGLE_Q_KP,ARMING_MODE,ROLL_ANGLE_Q_INT_LIMIT,PITCH_RATE_KP,ALT_POS_KP,PITCH_ANGLE_Q_KP,RF_SENSOR_TYPE,PITCH_ANGLE_Q_INT_LIMIT,YAW_RATE_KP,ROLL_RATE_KD,IMU_FILT_TYPE,BB_LOG_TYPE,RX_TYPE,CONFIG1_BITS,RX_THROTTLE_CH,LOW_VOLT_THRES,ROLL_CAM_KP,EST_CRUISE_THR,STICK_HYSTERESIS,FW_CLIMB_THROTTLE,PERCENT_IDLE_THR,ROLL_ANGLE_Q_KI,PITCH_ANGLE_Q_KI,PITCH_CAM_KP,SERVO_LPF_HZ,PITCH_RATE_KD,NAV_VEL_KP,UNUSED_ALT_VEL_KP,HORIZON,MADGWICK_KP_MAG,NAV_RTH_ALT,NAV_MAG_VAR,UNUSED_SENSOR_HINT,ESC_TYPE,RC_CHANNELS,RX_ROLL_CH,MADGWICK_KP_ACC,ROLL_CAM_TRIM,NAV_POS_INT_LIMIT,RX_PITCH_CH,RX_YAW_CH,AF_TYPE,TELEMETRY_TYPE,MAX_DESCENT_RATE_DMP_S,DESCENT_DELAY_S,GYRO_LPF_SEL,NAV_CROSS_TRACK_KP,RX_GEAR_CH,RX_AUX1_CH,SERVO_SENSE,ACC_CONF_SD,BATTERY_CAPACITY,RX_AUX2_CH,RX_AUX3_CH,NAV_POS_KP,ALT_LPF,BALANCE,RX_AUX4_CH,NAV_POS_KI,UNUSED_GPS_PROTOCOL,TILT_THROTTLE_FF,MAX_YAW_RATE,FW_ROLL_PITCH_FF,FW_PITCH_THROTTLE_FF,UNUSED_ALT_VEL_INT_LIMIT,FW_MAX_CLIMB_ANGLE,NAV_MAX_ANGLE,FW_SPOILER_DECAY_PERCENT_PS,FW_AILERON_DIFFERENTIAL,AS_SENSOR_TYPE,KF_ACC_U_BIAS_VAR,CONFIG2_BITS,MAX_PITCH_ANGLE,QUAT_GAIN,MAX_ROLL_ANGLE,YAW_LPF_HZ,NAV_HEADING_TURNOUT,ALT_HOLD_THR_COMP_DECAY_PERCENT_PS,YAW_SYMMETRY_FACTOR,FW_BOARD_PITCH_ANGLE,MAX_ROLL_RATE,MAX_PITCH_RATE,CURRENT_SCALE,VOLT_SCALE,FW_AILERON_RUDDER_MIX,FW_ALT_SPOILER_FF,MAX_HEADING_RATE,ACC_LPF_SEL,YAW_RATE_KD,UNUSED_92,THROTTLE_GAIN_RATE,RX_AUX5_CH,RX_AUX6_CH,RX_AUX7_CH,YAW_ANGLE_Q_KP,YAW_ANGLE_Q_KI,YAW_ANGLE_Q_INT_LIMIT,ALT_POS_INT_LIMIT,MOTOR_STOP_SEL,UNUSED_ALT_VEL_KI,ALT_THROTTLE_COMP_LIMIT,VRS_ROC,UNUSED_105,AH_ROC_WINDOW_MPS,NAV_PROX_ALT_M,NAV_PROX_RADIUS_M,YAW_RATE_KI,YAW_RATE_INT_LIM,KF_BARO_VAR,KF_ACC_U_VAR,FW_STICK_SCALE,FW_ROLL_CONTROL_PITCH_LIMIT,AH_THROTTLE_MOVING_TRIGGER,NAV_FENCE_RADIUS_M,DIVE_RECOVER_ALT,FAILSAFE_ACTION,FAILSAFE_DELAY,BATTERY_ALARM_PCT,ALT_ROC_KP,ALT_ROC_INT_LIMIT,RUDDER_MOTOR_FF,UNUSED_122,UNUSED_123,UNUSED_125,UNUSED_126,POWER_RESET_CAUSE
user/Ken_450_1165_Tuned.af,user,MR,Ken's 450-1165,,,,,225,1200,5000,11.1,,,,,,,,,,,,,,,4,,900,,180,,,2,,8,,,,,,,,,,,,,0.208,0.005,7,eSwitchArming,28,0.208,1.83,7,eNoRF,28,0.0666667,0.006,eLP2Filt,0,eCPPMRx,eUseRTHDescend,0,13.6,1,0.31,0.04,0,0.1,0.2,0.1,1,10,0.009,2.4,0.182,0.3,0.5,10,0.226893,4,eESCPWM,7,1,0.4,0.01,5,2,3,eQuadXAF,eUAVXDJTTelemetry,1.8,10,2,0.04,5,8,0,16.6667,2200,6,7,1.5,20,0,11,0.005,2,25,7.67945,0,0,2,1.0472,0.349066,0,0,eNoAS,5e-06,eUseBatteryComp,1.0472,0,1.0472,50,0.349066,0,0.8,0,7.33039,7.33039,0,18.5,0,0,1.0472,4,0.0003375,5,0,9,10,4,3,0.25,10,0.5,0,0.0005,0.12,-3,0,0.3,3,2,0,0.03,0.5,2,0.2,45,0.11,200,20,eFsRth,5,15,1,0,,0,0,0,0,0
user/Ken_Alpha_Test_Tuned.af,user,MR,Ken's Alpha Test,,,,,181,1000,5000,14.8,,,,,,,,,,,,,,,4,,827,,180,,,2,,8,,,,,,,,,,,,,0.2375,0.005,5.75,eSwitchArming,10,0.2375,1.83,5.75,eNoRF,10,0.0416667,0.002,eLP2Filt,0,eCPPMRx,eUseRTHDescend,0,13.8,1,0.3,0.03,0,0.05,0.15,0.15,1,25,0.006,2.4,0.039,0.3,0.4,10,0.204204,4,eESCPWM,7,1,0.36,0,5,2,3,eQuadXAF,eUAVXDJTTelemetry,3,10,2,0.04,5,11,0,25,2200,6,7,1.5,10,0,8,0.005,2,10,5.23599,0,0,2.5,1.0472,0.349066,0,0,eNoAS,0,eUseBatteryComp,1.0472,0,1.0472,50,0.349066,0.001,0.8,0,6.02139,6.02139,0,18.5,0,0,1.0472,4,0.0003375,5,0,9,10,4,3,0.25,10,0.5,0,0.0005,0.05,-3,0,0.05,3,1,0,0.03,0.5,2,0.4,45,0.2,100,20,eFsRth,5,15,1,0,,0,0,0,0,0
user/Ken_LadyBug_Tuned.af,user,MR,Ken's LadyBug,,,,,40,30,400,4.2,,,,,,,,,,,,,,,4,,22,,10,,,2,,1.5,,,,,,,,,,,,,0.208,0.005,7,eSwitchArming,20,0.208,0.2,7,eNoRF,20,0.0666667,0.003,eLP2Filt,0,eCPPMRx,eUseRTHDescend,0,3,1,0.54,0.02,0,0.1,0.1,0.1,1,25,0.009,2.4,0.104,0.3,0.5,10,0.226893,4,eDCMotors,7,1,0.4,0,8,2,3,eQuadXAF,eUAVXDJTTelemetry,1.2,15,2,0.04,5,8,9,16.6667,2200,6,7,1.5,20,0,10,0.005,4,0,7.67945,0.25,0.1,2,0.2618,0.2618,0.015,0.3,eNoAS,0,eUseBatteryComp,1.0472,0,1.0472,30,0.698132,0,0.8,0.087267,7.33039,7.33039,0,18.5,1,0.5,1.5708,4,3.75e-05,5,0,9,11,4,2.25,0.25,10,0.5,0,0.0005,0.02,-5,0,0.05,5,10,0,0.03,0.5,2,0.4,45,0.3,100,20,eFsRth,5,15,0.05,0,,0,0,0,0,0
user/Ming_DevEBox_Tuned.af,user,MR,DevEBox,,,,,230,1200,5000,11.1,,,,,,,,,,,,,,,4,,720,,100,,,2,,10,,,,,,,,,,,,,0.2375,0.005,5.75,eTxArming,10,0.2375,1.83,5.75,eNoRF,10,0.0416667,0.002,eLP2Filt,0,eFutabaSBusRx,eUseRTHDescend,0,9.6,1,0.3,0.03,0,0.05,0.15,0.15,1,25,0.006,2.4,0.0832,0.3,0.4,10,0.204204,4,eESCPWM,7,1,0.36,0,5,2,3,eQuadXAF,eUAVXDJTTelemetry,3,10,2,0.04,4,5,0,25,2200,6,10,1.5,10,0,8,0.005,2,10,4.18879,0,0,1.5,1.0472,0.349066,0.01,0,eNoAS,1e-06,eUseBatteryComp,1.0472,0,1.0472,50,0.349066,0.02,0.8,0,6.02139,6.02139,0,18.5,0,0,1.0472,4,0.0003375,5,0,9,7,11,3,0.25,10,0.5,0,0.0005,0.2,-3,0,0.15,3,1,0,0.03,0.2,2,0.4,45,0.2,100,20,eFsRth,5,15,1,0,,0,0,0,0,0
user/Rok_Quad_Tuned.af,user,MR,Rok's Quad,,,,,260,1344,5000,11.1,,,,,,,,,,,,,,,4,,610,,120,,,2,,9,4,,,,,,,,,,,,0.2375,0.005,5.75,eSwitchArming,10,0.2375,1.83,5.75,eMaxSonarcm,10,0.0416667,0.002,eLP2Filt,0,eCPPMRx,eUseRTHDescend|eUseAltHoldAlarm|eUseRapidDescent,2,10,1,0.5,0.02,0,0.1,0.15,0.15,1,25,0.006,2.4,0.0364,0.3,0,5,0.0593412,4,eESCPWM,7,0,0.1,0,3,1,3,eQuadAF,eUAVXDJTTelemetry,0.9,10,2,0.04,5,6,0,50,5000,4,8,1.5,10,0,11,0.005,1,7,3.49066,0,0,1.5,1.0472,0.2618,0,0,eNoAS,1e-05,eUseBatteryComp|eUseTurnToWP|eUseNavBeep,1.0472,0,1.0472,50,0.349066,0,0.8,0,6.02139,6.02139,0,18.5,0,0,1.0472,4,0.0003375,5,0,9,10,7,3,0.25,10,0.5,3,0.0005,0.06,-3,0,0.15,2,2,0,0.03,0.2,2,0.4,45,0.1,100,20,eFsRth,5,15,0.05,0,,0,0,0,0,0
user/S500_1137_Tuned.af,user,MR,S500-1137,,,,,260,1000,2200,11.1,,,,,,,,,,,,,,,4,,750,,180,,,2,,10,,,,,,,,,,,,,0.2,0.005,7,eTxArming,10,0.25,1.83,7,eNoRF,10,0.0333333,0.0045,eLP2Filt,0,eCPPMRx,0,0,10.2,1,0.55,0.02,0,0.1,0.25,0.25,1,25,0.0045,2.4,0.052,0.3,0.5,10,0.204204,4,eESCPWM,7,1,0.4,0,3,2,3,eQuadXAF,eINavLUATelemetry,1,15,2,0.04,4,5,0,16.6667,2200,11,7,1.5,5,0,8,0.005,2,0,2.0944,0,0,1.6,1.0472,0.349066,0,0,eNoAS,3e-06,eUseBatteryComp,1.0472,0,1.0472,50,0.349066,0.02,0.8,0,7.33039,7.33039,0,18.5,0,0,1.0472,4,0.0003375,5,0,9,10,6,3,0.25,10,0.5,0,0.0005,0.05,-3,0,0.05,1,1,0,0.03,0.2,2,0.4,45,0.2,100,20,eFsRth,5,15,1,0,,0,0,0,0,0
user/WLToys_LadyBug_Tuned.af,user,MR,150mm Brushed,,,,,75,80,2200,11.1,,,,,,,,,,,,,,,4,,60,,10,,,2,,2.5,,,,,,,,,,,,,0.208,0.005,7,eTxArming,20,0.208,0.2,7,eNoRF,20,0.0666667,0.003,eLP2Filt,0,eSpektrum1024Rx,eUseRTHDescend,0,3.4,1,0.59,0.02,0,0.1,0.1,0.1,1,25,0.009,2.4,0.0832,0.3,0.5,10,0.204204,4,eDCMotors,7,1,0.4,0,8,2,3,eQuadXAF,eINavLUATelemetry,1.2,15,2,0.04,4,5,9,16.6667,2200,6,7,1.5,10,0,8,0.005,4,0,7.67945,0.25,0.1,1.5,0.2618,0.2618,0.015,0.3,eNoAS,3e-06,eUseBatteryComp,1.0472,0,1.0472,30,0.698132,0.001,0.8,0.087267,7.33039,7.33039,0,18.5,1,0.5,1.5708,4,3.75e-05,5,0,9,10,11,2.25,0.25,10,0.5,0,0.0005,0.02,-5,0,0.05,5,10,0,0.03,0.5,2,0.4,45,0.3,100,20,eFsRth,5,15,0.05,0,,0,0,0,0,0
generic/Delta.af,generic,FW,Unknown,0.05,0.0037,0.25,20,,1000,2200,11.1,,250,0.025,0.6,0.1,,0.05,0.0037,0.25,20,,,,,1,22.0,700,11.1,,0.6344,-0.2,2,,5.0,4.3,,0.0057,0.003,0.25,25,0.08,,1000,,0.5872,0.02,0.35651,0.005,11.2,eTxArming,0.04,0.66845,0.4,10,eNoRF,0.04,0.7,0.07,,,eCRSFRx,eUseRTHDescend,,9.9,,0.5,0.02,,0,3.2,0.2,,,0.006,2.4,,,,,,,eESCPWM,,,,,,,,eDeltaAF,eUAVXDJTTelemetry,,,,,,,,,1500,,,0.9,,,,0.005,,,1,,,,1.047,0.523,,0.15,eNoAS,,eUseBatteryComp,0.872,,0.872,,0.6,,,,3.14159,1.0472,100,100,1,0.5,0.5236,,0.0015,,,,,,4,0.2,0.04,,,0.01,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Dragon.af,generic,FW,Dragon,0.05,0.0055,0.3,20,,800,2200,11.1,0.2500,250,0.025,0.6,0.0,13.0,0.05,0.0055,0.3,20,0.100167,0.096000,0.192000,12.75,2,25.0,1300,11.1,,0.2499,-0.245,2,6,6.0,4.5,103.5,0.0423,0.0,0.0,0.0,0.08,1.2000,1200,0.3000,0.2,0.01,0.334225,0.005,3,eTxArming,10,0.334225,0.4,1,eNoRF,10,0.334225,0.012,eLP2Filt,0,eCPPMRx,eUseAltHoldAlarm|eUseOffsetHome|eUseRapidDescent,0,10.2,0,0.2,0.02,0.7,0.05,0.05,2,0,25,0,2.4,0.026,0.3,0.5,30,0.204204,4,eESCPWM,7,1,0.4,0,12,2,3,eElevonAF,eINavLUATelemetry,2.5,15,2,0.04,4,5,9,16.6667,2200,6,10,0.9,10,0,8,0.005,1,0,2.0944,0,0,1,0.523599,0.349066,0,0,eNoAS,2e-06,eUsePropSense,1.0472,0,1.0472,50,0.349066,0.001,0.8,0,2.0944,2.0944,0,18.5,0,0,1.0472,4,0.001125,5,0,9,7,11,3,0.25,10,0.75,0,0.01,0.1,-3,0,0.05,3,3,0,0.03,0.5,2,0.4,0.785398,0.2,100,20,eFsRth,5,0.15,0.2,0,,0,0,0,0,0
generic/Elevon.af,generic,FW,Unknown,0.05,0.0042,0.35,20,,1000,2200,11.1,,200,0.025,0.6,0.0,,0.05,0.0042,0.35,20,,,,,1,22.0,700,11.1,,0.5059,-0.245,2,,5.0,4.3,,0.0106,0.0,0.0,0.0,0.08,,1400,,0.2,0.03,0.91266,0.005,0.676,eTxArming,0.03,0.66845,0.4,10,eNoRF,0.05,0.13369,0.1372,,,eCRSFRx,eUseRTHDescend,,9.9,,0.45,0.02,,0,13.52,0.05,,,0.006,2.4,,,,,,,eESCPWM,,,,,,,,eElevonAF,eUAVXDJTTelemetry,,,,,,,,,2200,,,0.9,,,,0.005,,,5.236,0,0,,1.047,0.436,,0.3,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.6,,,,3.14159,1.0472,100,100,1,0.5,0.5236,,0.0015,,,,,,3,0.2,0.03,,,0.01,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Radian.af,generic,FW,Radian,0.0,0.0,0.0,0.0,,850,1300,11.1,0.1780,178,0.0,0.6,0.1,9.0,0.05,0.007,0.65,20,0.285578,0.283333,0.566667,8.34,1,13.0,850,11.1,,0.3726,-0.27,2,10,10.0,6.0,49.6,n/a,0.009,0.7,25,0.08,2.0000,2000,0.3560,0.0355,0.04,0.22282,0.005,4,eTxArming,0.04,0.66845,0.4,7,eNoRF,0.04,0.2139,0.005,,,eCRSFRx,eUseRTHDescend,,9.9,,0.45,0.02,,0,0.2,0.1,,,0.005,2.4,,,,,,,eESCPWM,,,,,,,,eRudderElevatorAF,eUAVXDJTTelemetry,,,,,,,,,1500,,,0.9,,,,0.005,,,5.236,0,0,,1.047,0.436,,0.3,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.5,,,,3.14159,1.0472,100,100,1,0.5,0.5236,,0,,,,,,13,0.065,0.04,,,0.01,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/RudderElevator.af,generic,FW,Unknown,0.0,0.0,0.0,0.0,,1100,2200,11.1,,250,0.0,0.6,0.1,,0.05,0.0067,0.625,20,,,,,1,13.0,850,11.1,,0.6943,-0.245,2,,10.0,6.0,,n/a,0.0045,0.63,25,0.08,,1800,,0.0409,0.04,0.22282,0.005,4,eTxArming,0.04,0.66845,0.4,8,eNoRF,0.04,0.2139,0.005,,,eCRSFRx,eUseRTHDescend,,9.9,,0.45,0.02,,0,0.2,0.1,,,0.005,2.4,,,,,,,eESCPWM,,,,,,,,eRudderElevatorAF,eUAVXDJTTelemetry,,,,,,,,,2200,,,0.9,,,,0.005,,,5.236,0,0,,1.047,0.436,,0.3,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.5,,,,3.14159,1.0472,100,100,1,0.5,0.5236,,0,,,,,,13,0.065,0.04,,,0.01,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Shadow.af,generic,FW,"S800 Shadow (820mm, 500g, 2205/2300KV, 6045) — 1500mAh 3S",0.05,0.0044,0.25,20,,500,1500,11.1,0.1850,185,0.025,0.6,0.0,13.0,0.05,0.0044,0.25,20,0.029443,0.028017,0.056033,6.87,1,25.0,700,11.1,,0.0875,-0.245,2,6,6.0,4.5,103.5,0.0084,0.0,0.0,0.0,0.08,0.8200,820,0.1517,0.2,0.01,0.53476,0.005,7.8,eTxArming,10,0.33422,0.4,1,eNoRF,10,0.33422,0.0168,eLP2Filt,0,eCPPMRx,eUseAltHoldAlarm|eUseOffsetHome|eUseRapidDescent,0,10.2,0,0.2,0.02,0.7,0.05,0,2,0,25,0,2.4,0.026,0.3,0.5,30,0.204204,4,eESCPWM,7,1,0.4,0,12,2,3,eElevonAF,eINavLUATelemetry,2.5,15,2,0.04,4,5,9,16.6667,1500,6,10,0.9,10,0,8,0.005,1,0,2.0944,0,0,1,0.523599,0.349066,0,0,eNoAS,2e-06,eUsePropSense,1.0472,0,1.0472,50,0.349066,0.001,0.8,0,2.0944,2.0944,0,18.5,0,0,1.0472,4,0.00112,5,0,9,7,11,3,0.25,10,0.75,0,0.01,0.1,-3,0,0.05,3,3,0,0.03,0.5,2,0.4,0.785398,0.2,100,20,eFsRth,5,0.15,0.2,0,,0,0,0,0,0
generic/SkySurfer_Bixler.af,generic,FW,Sky Surfer 2000mm,0.15,0.0126,0.35,20,,1400,2200,11.1,0.2315,231.5,0.04,0.5,0.12,12.0,0.05,0.0081,0.65,20,0.472919,0.466667,0.933333,12.75,1,30.0,1300,11.1,,0.0647,-0.235,2,10,10,6,88.2,0.0745,0.012,0.75,25,0.08,2.0000,2000,0.4630,2.7154,0.03,0.35651,0.005,0.8,eTxArming,10,0.17825,0.4,1,eNoRF,15,0.66845,0.07,eLP2Filt,0,eCPPMRx,0,0,10.2,0,0.2,0.02,0.55,0.05,0,3,0,25,0,2.4,0.026,0.3,0.5,30,0.204204,4,eESCPWM,7,1,0.4,0,12,2,3,eAileronAF,eINavLUATelemetry,2.5,15,2,0.04,4,5,4,16.6667,2200,6,10,1.2,10,0,8,0.005,2,0,1.0472,0.3,0,1,0.523599,0.698132,0.02,0,eNoAS,2e-06,0,0.523599,0,1.0472,50,0.349066,0.01,0.8,0.069813,3.14159,3.92699,0,18.5,0,0,1.0472,4,0.00112,5,0,9,7,11,1,0.5,10,0.75,0,0.01,0.1,-3,0,0.15,5,30,0,0.03,0.2,2,0.5,0.785398,0.2,100,20,eFsRth,5,0.15,0.2,0,,0,0,0,0,0
generic/SmallSpoileron.af,generic,FW,Spoileron,0.1,0.0096,0.28,20,,1200,2200,11.1,,280,0.035,0.45,0.08,,0.05,0.0084,0.4,20,,,,,1,,,,200,2.9817,-0.255,2,,10,,,1.4908,0.006,0.5,25,0.08,,1800,,0.6009,0.03,0.89127,0.005,0.75,eTxArming,10,2.5,0.4,4,eNoRF,10,0.33422,0.004,eLP2Filt,0,eCPPMRx,eUseAltHoldAlarm|eUseRapidDescent,0,10.2,0,0.2,0.02,0.7,0.05,0.1,0.2,0,25,0.004,2.4,0.026,0.3,0.5,30,0.204204,4,eESCPWM,7,1,0.4,0,12,2,3,eAileronSpoilerFlapsAF,eINavLUATelemetry,2.5,15,2,0.04,4,5,0,16.6667,2200,6,10,0.9,10,0,8,0.005,2,0,2.0944,0,0,1,0.523599,0.349066,0.02,0,eNoAS,2e-06,0,1.0472,0,1.0472,50,0.349066,0.001,0.8,0,0.785399,0.785399,0,18.5,0,0,1.0472,4,0.00112,5,0,9,7,11,1,1.5,10,0.75,0,0.01,0.1,-3,0,0.05,5,25,0,0.03,0.5,2,0.4,0.785398,0.2,100,20,eFsRth,5,0.15,0.2,0,,0,0,0,0,0
generic/Spoileron.af,generic,FW,Unknown,0.1,0.01,0.5,20,,1200,2200,11.1,,280,0.03,0.4,0.08,,0.05,0.0076,0.7,20,,,,,1,13.0,850,11.1,,0.5544,-0.255,2,,10.0,6.0,,0.0265,0.005,0.63,25,0.08,,1800,,0.0352,0.03,0.57041,0.005,0.52,eTxArming,0.04,1.0695,0.4,8,eNoRF,0.04,0.2139,0.098,,,eCRSFRx,eUseRTHDescend,,9.9,,0.48,0.02,,0,10.4,0.32,,,0.007,2.4,,,,,,,eESCPWM,,,,,,,,eAileronSpoilerFlapsAF,eUAVXDJTTelemetry,,,,,,,,,4000,,,0.9,,,,0.005,,,5.236,0,0,,1.047,0.436,,0.25,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.6,,,,3.14159,1.0472,100,100,0.5,0.5,0.5236,,0,,,,,,10.4,0.39,0.04,,,0.01,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Hex.af,generic,MR,Unknown,,,,,225,1200,2200,14.8,,,,,,,,,,,,,,,6,10.0,580,14.8,,,,2,,10.0,5.0,,,,,,,,,,,,0.2,0.005,5,eSwitchArming,,0.16,1.83,5,eNoRF,,0.18,0.008,,,eCRSFRx,eUseRTHDescend,,13.6,,0.48,0.02,,0.05,0.1,0.1,,,0.006,0.2,,,,,,,eDCMotors,,,,,,,,eHexXAF,eUAVXDJTTelemetry,,,,,,,,,8000,,,1.5,,,,0.005,,,10.47,,,,,,,,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.7,,,,,,100,100,,,,,0.0002,,,,,,2.2,0.15,,,,0.0005,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Oct.af,generic,MR,Unknown,,,,,225,1200,2200,14.8,,,,,,,,,,,,,,,8,10.0,580,14.8,,,,2,,10.0,5.0,,,,,,,,,,,,0.25,0.005,4.5,eSwitchArming,,0.2,1.5,4.5,eNoRF,,0.16,0.007,,,eCRSFRx,eUseRTHDescend,,13.6,,0.45,0.02,,0.05,0.08,0.08,,,0.005,0.2,,,,,,,eDCMotors,,,,,,,,eOctXAF,eUAVXDJTTelemetry,,,,,,,,,10000,,,1.5,,,,0.005,,,10.47,,,,,,,,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.7,,,,,,100,100,,,,,0.0002,,,,,,2,0.12,,,,0.0005,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Quad.af,generic,MR,Unknown,,,,,220,800,1500,14.8,,,,,,,,,,,,,,,4,27.0,620,14.8,,,,2,,5.0,4.5,,,,,,,,,,,,0.22,0.005,5.5,eSwitchArming,,0.25,1.83,5.5,eNoRF,,0.25,0.01,,,eCRSFRx,eUseRTHDescend,,14,,0.5,0.02,,0.05,0.15,0.15,,,0.015,0.2,,,,,,,eDCMotors,,,,,,,,eQuadXAF,eUAVXDJTTelemetry,,,,,,,,,5000,,,1.5,,,,0.005,,,10.47,,,,,,,,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.7,,,,,,100,100,,,,,0.0005,,,,,,2.2,0.2,,,,0.01,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Quad_Medium.af,generic,MR,Unknown,,,,,280,1000,3000,22.2,,,,,,,,,,,,,,,4,22.0,800,22.2,,,,2,,7.0,4.0,,,,,,,,,,,,0.155,0.005,7.8,eSwitchArming,,0.155,1.83,7.2,eNoRF,,0.18,0.011,,,eCRSFRx,eUseRTHDescend,,20,,0.48,0.02,,0.05,0.12,0.12,,,0.011,0.2,,,,,,,eDCMotors,,,,,,,,eQuadXAF,eUAVXDJTTelemetry,,,,,,,,,5000,,,1.5,,,,0.005,,,10.47,,,,,,,,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.7,,,,,,100,100,,,,,0.00035,,,,,,3,0.18,,,,0.0005,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
generic/Quad_Racer.af,generic,MR,Unknown,,,,,200,500,1300,14.8,,,,,,,,,,,,,,,4,35.0,900,14.8,,,,2,,5.0,4.5,,,,,,,,,,,,0.25,0.005,8,eSwitchArming,,0.25,1.5,8,eNoRF,,0.25,0.01,,,eCRSFRx,eUseRTHDescend,,13.2,,0.45,0.02,,0.05,0.2,0.2,,,0.01,0.2,,,,,,,eDCMotors,,,,,,,,eQuadXAF,eUAVXDJTTelemetry,,,,,,,,,1500,,,1.5,,,,0.005,,,10.47,,,,,,,,eNoAS,,eUseBatteryComp,0.785,,0.785,,0.7,,,,,,100,100,,,,,0.0003,,,,,,3,0.25,,,,0.0005,,,,,,,,,,,,,0.02,200,,,,,0.2,,,,,,,
