airframe,group,class,name,PHYS_ADVERSE_YAW,PHYS_AILERON_AREA,PHYS_AILERON_ARM,PHYS_AILERON_MAX_DEG,PHYS_ARM_MM,PHYS_AUW_G,PHYS_BATTERY_MAH,PHYS_BATT_V,PHYS_CHORD_M,PHYS_CHORD_MM,PHYS_CL_D_AIL,PHYS_CM_D_ELE,PHYS_CN_D_RUD,PHYS_CRUISE_MS,PHYS_CRUISE_POWER_W,PHYS_CRUISE_THR,PHYS_DIHEDRAL,PHYS_ELEVATOR_AREA,PHYS_ELEVATOR_ARM,PHYS_ELEVATOR_MAX_DEG,PHYS_IPITCH,PHYS_IROLL,PHYS_IYAW,PHYS_MASS_KG,PHYS_MAX_THRUST_N,PHYS_MOTOR_COUNT,PHYS_MOTOR_THRUST_A,PHYS_MOTOR_THRUST_G,PHYS_MOTOR_THRUST_V,PHYS_MOTOR_W,PHYS_PITCH_DAMP,PHYS_PITCH_STABILITY,PHYS_PROP_BLADES,PHYS_PROP_DIAMETER_INCH,PHYS_PROP_INCH,PHYS_PROP_PITCH_INCH,PHYS_QBAR,PHYS_ROLL_DAMP,PHYS_RUDDER_AREA,PHYS_RUDDER_ARM,PHYS_RUDDER_MAX_DEG,PHYS_SERVO_TAU,PHYS_WINGSPAN_M,PHYS_WINGSPAN_MM,PHYS_WING_AREA,PHYS_YAW_DAMP,PHYS_YAW_STABILITY,ROLL_RATE_KP,ALT_POS_KI,ROLL_ANGLE_Q_KP,ARMING_MODE,ROLL_ANGLE_Q_INT_LIMIT,PITCH_RATE_KP,ALT_POS_KP,PITCH_ANGLE_Q_KP,RF_SENSOR_TYPE,PITCH_ANGLE_Q_INT_LIMIT,YAW_RATE_KP,ROLL_RATE_KD,IMU_FILT_TYPE,BB_LOG_TYPE,RX_TYPE,CONFIG1_BITS,RX_THROTTLE_CH,LOW_VOLT_THRES,ROLL_CAM_KP,UNUSED_20,STICK_HYSTERESIS,FW_CLIMB_THROTTLE,PERCENT_IDLE_THR,ROLL_ANGLE_Q_KI,PITCH_ANGLE_Q_KI,PITCH_CAM_KP,SERVO_LPF_HZ,PITCH_RATE_KD,NAV_VEL_KP,UNUSED_ALT_VEL_KP,HORIZON,MADGWICK_KP_MAG,NAV_RTH_ALT,NAV_MAG_VAR,UNUSED_SENSOR_HINT,ESC_TYPE,RC_CHANNELS,RX_ROLL_CH,MADGWICK_KP_ACC,ROLL_CAM_TRIM,NAV_POS_INT_LIMIT,RX_PITCH_CH,RX_YAW_CH,AF_TYPE,TELEMETRY_TYPE,MAX_DESCENT_RATE_MP_S,DESCENT_DELAY_S,GYRO_LPF_SEL,NAV_CROSS_TRACK_KP,RX_GEAR_CH,RX_AUX1_CH,SERVO_SENSE,ACC_CONF_SD,BATTERY_CAPACITY,RX_AUX2_CH,RX_AUX3_CH,NAV_POS_KP,ALT_LPF,BALANCE,RX_AUX4_CH,NAV_POS_KI,UNUSED_GPS_PROTOCOL,NAV_POS_INT_LIM,MAX_YAW_RATE,FW_ROLL_PITCH_FF,FW_PITCH_THROTTLE_FF,UNUSED_ALT_VEL_INT_LIMIT,FW_MAX_CLIMB_ANGLE,NAV_MAX_ANGLE,FW_SPOILER_DECAY_PERCENT_PS,FW_AILERON_DIFFERENTIAL,AS_SENSOR_TYPE,UNUSED_73,CONFIG2_BITS,MAX_PITCH_ANGLE,QUAT_GAIN,MAX_ROLL_ANGLE,YAW_LPF_HZ,NAV_HEADING_TURNOUT,ALT_HOLD_THR_COMP_DECAY_PERCENT_PS,YAW_SYMMETRY_FACTOR,FW_BOARD_PITCH_ANGLE,MAX_ROLL_RATE,MAX_PITCH_RATE,CURRENT_SCALE,VOLT_SCALE,FW_AILERON_RUDDER_MIX,FW_ALT_SPOILER_FF,MAX_HEADING_RATE,ACC_LPF_SEL,YAW_RATE_KD,UNUSED_92,THROTTLE_GAIN_RATE,RX_AUX5_CH,RX_AUX6_CH,RX_AUX7_CH,YAW_ANGLE_Q_KP,YAW_ANGLE_Q_KI,YAW_ANGLE_Q_INT_LIMIT,ALT_POS_INT_LIMIT,MOTOR_STOP_SEL,UNUSED_ALT_VEL_KI,ALT_THROTTLE_COMP_LIMIT,VRS_ROC,UNUSED_105,AH_ROC_WINDOW_MPS,NAV_PROX_ALT_M,NAV_PROX_RADIUS_M,YAW_RATE_KI,YAW_RATE_INT_LIM,UNUSED_111,UNUSED_112,FW_STICK_SCALE,UNUSED_114,AH_THROTTLE_MOVING_TRIGGER,NAV_FENCE_RADIUS_M,DIVE_RECOVER_ALT,FAILSAFE_ACTION,FAILSAFE_DELAY,BATTERY_ALARM_PCT,ALT_ROC_KP,MAX_CLIMB_RATE_MP_S,RUDDER_MOTOR_FF,SPIRAL_DESCENT_BAND_M,UNUSED_124,TRACE_TYPE,UNUSED_126,POWER_RESET_CAUSE
generic/RudderElevator.af,generic,FW,RudderElevator,0.0,0.0,0.0,0.0,,1100,2200,11.1,,250,0.0,0.6,0.1,,,,0.05,0.0067,0.625,20,,,,,,1,13.0,850,11.1,,0.6943,-0.245,2,,10.0,6.0,,n/a,0.0045,0.63,25,0.08,,1800,,0.0409,0.04,0.22282,0.005,2.0523443,eTxArming,0.0078539816,0.66845,0.4,6.017169,eNoRF,0.0026179939,0.2139,0.005,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,9.9,0.1,0.45,0.02,0,0,0.10261722,0.30085845,0.1,25,0.005,2.4,0.000416,0.3,0.005,10,0.223402,0,eESCPWM,7,1,0.2,0,5,2,3,eRudderElevatorAF,eUAVXDJTTelemetry,3,15,3,0.0008,6,5,0,25,2200,4,11,0.9,10,0,9,0.005,0,1,5.236,0,0,1,1.047,0.436,0,0.3,eNoAS,0,eUseBatteryComp|eUseFastStart,0.26179939,4,0.78539816,50,0.5,0.003,0.8,0,1.5707963,1.5707963,100,100,1,0.5,0.5236,4,0,0,0,10,7,8,13,0.065,0.04,0.00375,1,0.01,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Shadow.af,generic,FW,Shadow,,,,,,1000,,50.0,0.2500,250,,,,8.4,22.1,0.050,,,,,0.275208,0.270000,0.540000,1.000,7.85,,30.0,800,14.8,,,,2,10,10.0,5.0,43.6,,,,,,1.8000,1800,0.4500,,,0.1,0.005,2.0523443,eTxArming,0.0078539816,0.1,0.4,6.017169,eNoRF,0.0026179939,0.005,0,eLP2Filt,0,eFutabaSBusRx,eUsingMag|eEnforceDriveSymmetry,0,10.2,0,0,0.02,0.7,0.05,0.10261722,0.30085845,0,25,0,2.4,0.03,0.3,0.005,30,0.20420352,4,eESCPWM,7,1,0.4,0,12,2,3,eElevonAF,eINavLUATelemetry,3,15,3,0.04,6,5,0,17,1500,4,11,0.9,10,0,9,0.005,1,1,2.0943951,0,0,1,0.52359878,0.34906585,0,0,eNoAS,0,eUseBatteryComp|eUseFastStart,0.26179939,0,0.78539816,50,0.34906585,0.001,0.8,0.055850536,1.5707963,1.5707963,0,38,0,0,1.0471976,4,0,5,0,10,7,8,3,0.25,0.03,0.75,0,0.01,0.1,-3,0,0.1,3,3,0,0.0003,1,2,0.25,0.78539816,0.2,100,20,eFsRth,5,0.15,0.2,5,0,3,0,1,0,3
generic/SkySurfer_Bixler.af,generic,FW,SkySurfer Bixler,0.15,0.0126,0.35,20,,1400,2200,11.1,0.2315,231.5,0.04,0.5,0.12,12.0,,,0.05,0.0081,0.65,20,0.472919,0.466667,0.933333,,12.75,1,30.0,1300,11.1,,0.0647,-0.235,2,10,10,6,88.2,0.0745,0.012,0.75,25,0.08,2.0000,2000,0.4630,2.7154,0.03,0.5,0.005,2.0523443,eTxArming,0.0078539816,0.6,0.4,6.017169,eNoRF,0.0026179939,0.66845,0.07,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,10.2,0,0.2,0.02,0.55,0.05,0.10261722,0.30085845,0,25,0,2.4,0.026,0.3,0.005,30,0.204204,4,eESCPWM,7,1,0.4,0,12,2,3,eAileronAF,eINavLUATelemetry,2.5,15,3,0.04,4,5,4,16.6667,2200,6,10,1.2,10,0,8,0.005,2,1,1.0472,0.3,0,1,0.523599,0.698132,0.02,0,eNoAS,2e-06,eUseBatteryComp|eUseFastStart,0.26179939,0,0.78539816,50,0.349066,0.01,0.8,0.069813,1.5707963,1.5707963,0,18.5,0,0,1.0472,4,0.00112,5,0,9,7,11,1,0.5,0.03,0.75,0,0.01,0.1,-3,0,0.15,5,30,0,0.0003,0.2,2,0.5,0.785398,0.2,100,20,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/SmallSpoileron.af,generic,FW,Small Spoileron,0.1,0.0096,0.28,20,,1200,2200,11.1,,280,0.035,0.45,0.08,,,,0.05,0.0084,0.4,20,,,,,,1,,,,200,0.5544,-0.255,2,,10,,,0.0265,0.006,0.5,25,0.08,,1800,,0.0352,0.03,0.89127,0.005,2.0523443,eTxArming,0.0078539816,2.5,0.4,6.017169,eNoRF,0.0026179939,0.33422,0.004,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,10.2,0,0.2,0.02,0.7,0.05,0.10261722,0.30085845,0,25,0.004,2.4,0.026,0.3,0.005,30,0.204204,4,eESCPWM,7,1,0.4,0,12,2,3,eAileronSpoilerFlapsAF,eINavLUATelemetry,2.5,15,3,0.04,4,5,0,16.6667,2200,6,10,0.9,10,0,8,0.005,2,1,2.0944,0,0,1,0.523599,0.349066,0.02,0,eNoAS,2e-06,eUseBatteryComp|eUseFastStart,0.26179939,0,0.78539816,50,0.349066,0.001,0.8,0,1.5707963,1.5707963,0,18.5,0,0,1.0472,4,0.00112,5,0,9,7,11,1,1.5,0.03,0.75,0,0.01,0.25,-3,0,0.05,5,25,0,0.0003,0.5,2,0.4,0.785398,0.2,100,20,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Spoileron.af,generic,FW,Spoileron,0.1,0.01,0.5,20,,1200,2200,11.1,,280,0.03,0.4,0.08,,,,0.05,0.0076,0.7,20,,,,,,1,13.0,850,11.1,,0.5544,-0.255,2,,10.0,6.0,,0.0265,0.005,0.63,25,0.08,,1800,,0.0352,0.03,1,0.005,2.0523443,eTxArming,0.0078539816,1.0695,0.4,6.017169,eNoRF,0.0026179939,0.5,0.098,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,9.9,0.1,0.48,0.02,0,0,0.10261722,0.30085845,0.1,25,0.007,2.4,0.000416,0.3,0.005,10,0.223402,0,eESCPWM,7,1,0.2,0,5,2,3,eAileronSpoilerFlapsAF,eUAVXDJTTelemetry,3,15,3,0.0008,6,5,0,25,4000,4,11,0.9,10,0,9,0.005,0,1,5.236,0,0,1,1.047,0.436,0,0.25,eNoAS,0,eUseBatteryComp|eUseFastStart,0.26179939,4,0.78539816,50,0.6,0.003,0.8,0,1.5707963,1.5707963,100,100,0.5,0.5,0.5236,4,0,0,0,10,7,8,10.4,0.39,0.04,0.00375,1,0.01,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Hex.af,generic,MR,Hexacopter,,,,,225,1200,2200,14.8,,,,,,,,,,,,,,,,,,6,10.0,580,14.8,,,,2,,10.0,5.0,,,,,,,,,,,,0.5,0.005,4.5607658,eSwitchArming,0.0078539816,0.5,1.83,4.5607658,eNoRF,0.0078539816,0.18,0.008,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,13.6,0.1,0.48,0.02,0,0.05,0.11857991,0.11857991,0.1,25,0.006,0.2,0.000416,0.3,0.005,10,0.223402,0,eDCMotors,7,1,0.2,0,5,2,3,eHexXAF,eUAVXDJTTelemetry,3,15,2,0.0008,6,5,0,25,8000,4,11,1.5,10,0,9,0.005,0,1,3.490659,0.15,0.01,1,1.047198,0.436332,0,0.25,eNoAS,0,eUseBatteryComp|eUseFastStart,0.78539816,4,0.78539816,50,0.7,0.003,0.8,0,3.490659,3.490659,100,100,0.2,0,0.523599,4,0.0002,0,0,10,7,8,2.2,0.1826,0.03,0.00375,1,0.0005,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Oct.af,generic,MR,Octocopter,,,,,225,1200,2200,14.8,,,,,,,,,,,,,,,,,,8,10.0,580,14.8,,,,2,,10.0,5.0,,,,,,,,,,,,0.5,0.005,4.5607658,eSwitchArming,0.0078539816,0.5,1.5,4.5607658,eNoRF,0.0078539816,0.16,0.007,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,13.6,0.1,0.45,0.02,0,0.05,0.11857991,0.11857991,0.1,25,0.005,0.2,0.000416,0.3,0.005,10,0.223402,0,eDCMotors,7,1,0.2,0,5,2,3,eOctXAF,eUAVXDJTTelemetry,3,15,2,0.0008,6,5,0,25,10000,4,11,1.5,10,0,9,0.005,0,1,3.490659,0.15,0.01,1,1.047198,0.436332,0,0.25,eNoAS,0,eUseBatteryComp|eUseFastStart,0.78539816,4,0.78539816,50,0.7,0.003,0.8,0,3.490659,3.490659,100,100,0.2,0,0.523599,4,0.0002,0,0,10,7,8,2,0.166,0.03,0.00375,1,0.0005,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Quad.af,generic,MR,Quadcopter,,,,,220,800,1500,14.8,,,,,,,,,,,,,,,,,,4,27.0,620,14.8,,,,2,,5.0,4.5,,,,,,,,,,,,0.5,0.005,4.5607658,eSwitchArming,0.0078539816,0.5,1.83,4.5607658,eNoRF,0.0078539816,0.25,0.01,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,14,0.1,0.5,0.02,0,0.05,0.11857991,0.11857991,0.1,25,0.015,0.2,0.000416,0.3,0.005,10,0.223402,0,eDCMotors,7,1,0.2,0,5,2,3,eQuadXAF,eUAVXDJTTelemetry,3,15,2,0.0008,6,5,0,25,5000,4,11,1.5,10,0,9,0.005,0,1,3.490659,0.15,0.01,1,1.047198,0.436332,0,0.25,eNoAS,0,eUseBatteryComp|eUseFastStart,0.78539816,4,0.78539816,50,0.7,0.003,0.8,0,3.490659,3.490659,100,100,0.2,0,0.523599,4,0.0005,0,0,10,7,8,2.2,0.1826,0.03,0.00375,1,0.01,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Quad_Medium.af,generic,MR,Quadcopter Medium,,,,,280,1000,3000,22.2,,,,,,,,,,,,,,,,,,4,22.0,800,22.2,,,,2,,7.0,4.0,,,,,,,,,,,,0.5,0.005,4.5607658,eSwitchArming,0.0078539816,0.6,1.83,4.5607658,eNoRF,0.0078539816,0.18,0.011,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,20,0.1,0.48,0.02,0,0.05,0.11857991,0.11857991,0.1,25,0.011,0.2,0.000416,0.3,0.005,10,0.223402,0,eDCMotors,7,1,0.2,0,5,2,3,eQuadXAF,eUAVXDJTTelemetry,3,15,2,0.0008,6,5,0,25,5000,4,11,1.5,10,0,9,0.005,0,1,3.490659,0.15,0.01,1,1.047198,0.436332,0,0.25,eNoAS,0,eUseBatteryComp|eUseFastStart,0.78539816,4,0.78539816,50,0.7,0.003,0.8,0,3.490659,3.490659,100,100,0.2,0,0.523599,4,0.00035,0,0,10,7,8,3,0.249,0.03,0.00375,1,0.0005,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
generic/Quad_Racer.af,generic,MR,Quadcopter Racer,,,,,200,500,1300,14.8,,,,,,,,,,,,,,,,,,4,35.0,900,14.8,,,,2,,5.0,4.5,,,,,,,,,,,,0.5,0.005,4.5607658,eSwitchArming,0.0078539816,0.4,1.5,4.5607658,eNoRF,0.0078539816,0.25,0.01,eLP2Filt,0,eCRSFRx,eUseRTHDescend|eUsingMag,0,13.2,0.1,0.45,0.02,0,0.05,0.11857991,0.11857991,0.1,25,0.01,0.2,0.000416,0.3,0.005,10,0.223402,0,eDCMotors,7,1,0.2,0,5,2,3,eQuadXAF,eUAVXDJTTelemetry,3,15,2,0.0008,6,5,0,25,1500,4,11,1.5,10,0,9,0.005,0,1,3.490659,0.15,0.01,1,1.047198,0.436332,0,0.25,eNoAS,0,eUseBatteryComp|eUseFastStart,0.78539816,4,0.78539816,50,0.7,0.003,0.8,0,3.490659,3.490659,100,100,0.2,0,0.523599,4,0.0003,0,0,10,7,8,3,0.249,0.03,0.00375,1,0.0005,0.25,-1.5,0,1,4,3,0,0.0003,0,0,0.4,0,0.02,200,15,eFsRth,5,0.15,0.2,5,0,3,0,1,0,0
